rule,conf_pca
"<dbo:fuel>(a, b) <= <dbo:owner>(a, f) & <dbo:product>(f, b)",0.057522124
"<dbo:river>(a, b) <= <dbo:city>(b, a)",0.057692308
"<dbo:sourceRegion>(a, b) <= <dbo:riverMouth>(a, f) & <dbo:state>(f, b)",0.057755776
"<dbo:gameArtist>(a, b) <= <dbo:producer>(a, b)",0.05785124
"<dbo:jurisdiction>(a, b) <= <dbo:location>(f, b) & <dbo:parentOrganisation>(a, f)",0.057971014
"<dbo:derivative>(a, b) <= <dbo:derivative>(a, f) & <dbo:stylisticOrigin>(b, f)",0.058035714
"<dbo:lastAppearance>(a, b) <= <dbo:firstAppearance>(a, f) & <dbo:previousWork>(b, f)",0.058114035
"<dbo:highestMountain>(a, b) <= <dbo:district>(a, f) & <dbo:isPartOf>(b, f)",0.058139535
"<dbo:destination>(a, b) <= <dbo:country>(e, b) & <dbo:destination>(a, e)",0.058252427
"<dbo:industry>(a, b) <= <dbo:product>(a, b)",0.058265805
"<dbo:currentPartner>(a, b) <= <dbo:choreographer>(b, f) & <dbo:coach>(a, f)",0.058309038
"<dbo:assembly>(a, b) <= <dbo:assembly>(a, e) & <dbo:largestCity>(e, b)",0.058309038
"<dbo:highestRegion>(a, b) <= <dbo:district>(b, a)",0.058394161
"<dbo:territory>(a, b) <= <dbo:commander>(a, b)",0.058394161
"<dbo:splitFromParty>(a, b) <= <dbo:politicalPartyInLegislature>(e, a) & <dbo:politicalPartyInLegislature>(e, b)",0.058441558
"<dbo:countySeat>(a, b) <= <dbo:city>(e, b) & <dbo:district>(e, a)",0.058449809
"<dbo:bandMember>(a, b) <= <dbo:associatedBand>(a, b)",0.058540068
"<dbo:bandMember>(a, b) <= <dbo:associatedMusicalArtist>(a, b)",0.058540068
"<dbo:formerCoach>(a, b) <= <dbo:formerChoreographer>(e, a) & <dbo:formerCoach>(e, b)",0.058631922
"<dbo:musicSubgenre>(a, b) <= <dbo:programmeFormat>(e, a) & <dbo:programmeFormat>(e, b)",0.058651026
"<dbo:routeEnd>(a, b) <= <dbo:routeStart>(b, a)",0.05869446
"<dbo:highestRegion>(a, b) <= <dbo:highestState>(a, f) & <dbo:highestState>(b, f)",0.05875
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:relatedMeanOfTransportation>(b, e) & <dbo:successor>(e, a)",0.058759521
"<dbo:aircraftAttack>(a, b) <= <dbo:aircraftBomber>(a, b)",0.058823529
"<dbo:vein>(a, b) <= <dbo:drainsFrom>(e, a) & <dbo:drainsTo>(e, b)",0.058823529
"<dbo:firstLeader>(a, b) <= <dbo:country>(a, f) & <dbo:leaderName>(f, b)",0.058883249
"<dbo:sourcePlace>(a, b) <= <dbo:city>(a, b)",0.058936826
"<dbo:sourceMountain>(a, b) <= <dbo:city>(a, b)",0.058936826
"<dbo:editing>(a, b) <= <dbo:writer>(a, b)",0.05925428
"<dbo:derivative>(a, b) <= <dbo:derivative>(b, a)",0.059288538
"<dbo:primeMinister>(a, b) <= <dbo:president>(a, f) & <dbo:president>(b, f)",0.059402835
"<dbo:deputy>(a, b) <= <dbo:primeMinister>(b, f) & <dbo:successor>(f, a)",0.059414991
"<dbo:highschool>(a, b) <= <dbo:highschool>(a, e) & <dbo:state>(e, b)",0.059490085
"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(f, a) & <dbo:highestState>(b, f)",0.05952381
"<dbo:vicePresident>(a, b) <= <dbo:president>(b, f) & <dbo:primeMinister>(a, f)",0.059602649
"<dbo:administrativeCollectivity>(a, b) <= <http://xmlns.com/foaf/0.1/homepage>(a, f) & <http://xmlns.com/foaf/0.1/homepage>(b, f)",0.059659091
"<dbo:branchTo>(a, b) <= <dbo:innervates>(b, f) & <dbo:nerve>(f, a)",0.059701493
"<dbo:splitFromParty>(a, b) <= <dbo:country>(a, f) & <dbo:ideology>(b, f)",0.059701493
"<dbo:aircraftTransport>(a, b) <= <dbo:aircraftTransport>(a, e) & <dbo:successor>(e, b)",0.05984252
"<dbo:government>(a, b) <= <dbo:government>(f, b) & <dbo:municipality>(a, f)",0.059850374
"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:sourceMountain>(a, f)",0.06
"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:sourcePlace>(a, f)",0.06
"<dbo:vicePresident>(a, b) <= <dbo:primeMinister>(a, f) & <dbo:vicePresident>(f, b)",0.06
"<dbo:mouthCountry>(a, b) <= <dbo:location>(e, b) & <dbo:outflow>(e, a)",0.060240964
"<dbo:highestRegion>(a, b) <= <dbo:city>(e, a) & <dbo:city>(e, b)",0.060240964
"<dbo:voice>(a, b) <= <dbo:previousWork>(a, f) & <dbo:starring>(f, b)",0.060435133
"<dbo:subsidiary>(a, b) <= <http://xmlns.com/foaf/0.1/homepage>(a, f) & <http://xmlns.com/foaf/0.1/homepage>(b, f)",0.060446781
"<dbo:governmentRegion>(a, b) <= <dbo:district>(a, f) & <dbo:highestRegion>(f, b)",0.060606061
"<dbo:musicBy>(a, b) <= <dbo:associatedMusicalArtist>(b, f) & <dbo:lyrics>(a, f)",0.060606061
"<dbo:musicBy>(a, b) <= <dbo:associatedBand>(b, f) & <dbo:lyrics>(a, f)",0.060606061
"<dbo:highestRegion>(a, b) <= <dbo:part>(a, f) & <dbo:region>(f, b)",0.060606061
"<dbo:subsidiary>(a, b) <= <dbo:owningCompany>(e, a) & <dbo:owningCompany>(e, b)",0.060721063
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:relatedMeanOfTransportation>(b, f) & <dbo:variantOf>(a, f)",0.061022656
"<dbo:part>(a, b) <= <dbo:part>(b, a)",0.061073171
"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(b, f) & <dbo:location>(a, f)",0.06122449
"<dbo:formerChoreographer>(a, b) <= <dbo:choreographer>(a, e) & <dbo:formerCoach>(e, b)",0.061349693
"<dbo:routeStart>(a, b) <= <dbo:routeEnd>(b, a)",0.061423651
"<dbo:influencedBy>(a, b) <= <dbo:influenced>(a, f) & <dbo:influenced>(b, f)",0.061491935
"<dbo:musicSubgenre>(a, b) <= <dbo:derivative>(e, a) & <dbo:musicFusionGenre>(e, b)",0.061538462
"<dbo:sportCountry>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:capital>(b, f)",0.061728395
"<dbo:highestRegion>(a, b) <= <dbo:location>(b, f) & <dbo:municipality>(f, a)",0.061728395
"<dbo:leader>(a, b) <= <dbo:party>(b, a)",0.061790095
"<dbo:highestState>(a, b) <= <dbo:location>(b, a)",0.061797753
"<dbo:billed>(a, b) <= <dbo:birthPlace>(a, e) & <dbo:capital>(e, b)",0.062043796
"<dbo:aircraftTrainer>(a, b) <= <dbo:aircraftRecon>(a, b)",0.062068966
"<dbo:branchFrom>(a, b) <= <dbo:innervates>(a, f) & <dbo:nerve>(f, b)",0.062068966
"<dbo:musicBy>(a, b) <= <dbo:associatedMusicalArtist>(e, b) & <dbo:musicBy>(a, e)",0.062068966
"<dbo:musicBy>(a, b) <= <dbo:associatedBand>(f, b) & <dbo:musicBy>(a, f)",0.062068966
"<dbo:sourcePlace>(a, b) <= <dbo:region>(a, b)",0.062122519
"<dbo:sourceMountain>(a, b) <= <dbo:region>(a, b)",0.062122519
"<dbo:derivative>(a, b) <= <dbo:musicSubgenre>(b, f) & <dbo:stylisticOrigin>(f, a)",0.062378168
"<dbo:creativeDirector>(a, b) <= <dbo:executiveProducer>(a, b)",0.0625
"<dbo:derivative>(a, b) <= <dbo:musicFusionGenre>(a, f) & <dbo:musicFusionGenre>(b, f)",0.0625
"<dbo:branchTo>(a, b) <= <dbo:branchFrom>(e, a) & <dbo:branchFrom>(e, b)",0.0625
"<dbo:highestMountain>(a, b) <= <dbo:city>(f, b) & <dbo:region>(a, f)",0.0625
"<dbo:highestMountain>(a, b) <= <dbo:city>(f, b) & <dbo:district>(a, f)",0.0625
"<dbo:associate>(a, b) <= <dbo:associate>(b, f) & <dbo:successor>(a, f)",0.0625
"<dbo:associatedAct>(a, b) <= <dbo:company>(e, b) & <dbo:starring>(e, a)",0.0625
"<dbo:governor>(a, b) <= <dbo:successor>(f, a) & <dbo:successor>(b, f)",0.062730627
"<dbo:formerChoreographer>(a, b) <= <dbo:formerCoach>(a, f) & <dbo:formerPartner>(b, f)",0.062730627
"<dbo:formerCoach>(a, b) <= <dbo:formerCoach>(e, a) & <dbo:formerCoach>(e, b)",0.062737643
"<dbo:sisterNewspaper>(a, b) <= <dbo:owner>(a, f) & <dbo:owner>(b, f)",0.063067608
"<dbo:connotation>(a, b) <= <dbo:colour>(e, a) & <dbo:ideology>(e, b)",0.063157895
"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(b, a)",0.063414634
"<dbo:aircraftPatrol>(a, b) <= <dbo:aircraftTransport>(a, b)",0.063492063
"<dbo:lyrics>(a, b) <= <dbo:associatedMusicalArtist>(b, f) & <dbo:lyrics>(a, f)",0.063492063
"<dbo:lyrics>(a, b) <= <dbo:associatedBand>(b, f) & <dbo:lyrics>(a, f)",0.063492063
"<dbo:municipality>(a, b) <= <dbo:type>(a, b)",0.06351551
"<dbo:stylisticOrigin>(a, b) <= <dbo:derivative>(b, f) & <dbo:stylisticOrigin>(f, a)",0.063550037
"<dbo:memberOfParliament>(a, b) <= <dbo:birthPlace>(b, a)",0.063802083
"<dbo:governmentRegion>(a, b) <= <dbo:district>(a, f) & <dbo:highestState>(f, b)",0.063829787
"<dbo:vicePresident>(a, b) <= <dbo:leaderName>(f, a) & <dbo:nationality>(b, f)",0.063829787
"<dbo:significantBuilding>(a, b) <= <dbo:location>(b, f) & <dbo:significantBuilding>(a, f)",0.063829787
"<dbo:garrison>(a, b) <= <dbo:capital>(f, b) & <dbo:country>(a, f)",0.063840786
"<dbo:narrator>(a, b) <= <dbo:creator>(a, b)",0.063962559
"<dbo:associate>(a, b) <= <dbo:successor>(e, a) & <dbo:successor>(e, b)",0.064243997
"<dbo:owner>(a, b) <= <dbo:location>(a, b)",0.064334663
"<dbo:officialLanguage>(a, b) <= <dbo:anthem>(a, b)",0.064516129
"<dbo:opponent>(a, b) <= <dbo:opponent>(a, f) & <dbo:party>(b, f)",0.064516129
"<dbo:mission>(a, b) <= <dbo:mission>(a, f) & <dbo:previousMission>(b, f)",0.064561404
"<dbo:primeMinister>(a, b) <= <dbo:birthPlace>(a, e) & <dbo:leaderName>(e, b)",0.064658235
"<dbo:federalState>(a, b) <= <dbo:deathPlace>(e, a) & <dbo:deathPlace>(e, b)",0.064684015
"<dbo:mission>(a, b) <= <dbo:mission>(a, f) & <dbo:nextMission>(b, f)",0.064788732
"<dbo:highestRegion>(a, b) <= <dbo:district>(f, a) & <dbo:highestState>(b, f)",0.064935065
"<dbo:assembly>(a, b) <= <dbo:assembly>(a, f) & <dbo:capital>(b, f)",0.06498829
"<dbo:coach>(a, b) <= <dbo:coach>(a, f) & <dbo:formerCoach>(f, b)",0.065079365
"<dbo:deputy>(a, b) <= <dbo:primeMinister>(b, f) & <dbo:successor>(a, f)",0.065173116
"<dbo:supplies>(a, b) <= <dbo:artery>(b, f) & <dbo:branchFrom>(f, a)",0.065420561
"<dbo:aircraftTransport>(a, b) <= <dbo:aircraftTransport>(a, f) & <dbo:predecessor>(b, f)",0.065468549
"<dbo:source>(a, b) <= <dbo:leftTributary>(a, b)",0.06557377
"<dbo:governmentRegion>(a, b) <= <dbo:lowestState>(a, f) & <dbo:municipality>(b, f)",0.06557377
"<dbo:aircraftTrainer>(a, b) <= <dbo:aircraftAttack>(a, f) & <dbo:predecessor>(f, b)",0.06557377
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:relatedMeanOfTransportation>(a, f) & <dbo:successor>(b, f)",0.06557377
"<dbo:branchFrom>(a, b) <= <dbo:innervates>(b, f) & <dbo:nerve>(f, a)",0.065693431
"<dbo:mainInterest>(a, b) <= <dbo:philosophicalSchool>(a, b)",0.0657277
"<dbo:aircraftRecon>(a, b) <= <dbo:aircraftPatrol>(a, b)",0.065789474
"<dbo:stylisticOrigin>(a, b) <= <dbo:programmeFormat>(e, a) & <dbo:programmeFormat>(e, b)",0.065802592
"<dbo:mission>(a, b) <= <dbo:mission>(a, e) & <dbo:nextMission>(e, b)",0.065949821
"<dbo:mission>(a, b) <= <dbo:mission>(a, e) & <dbo:previousMission>(e, b)",0.066044508
"<dbo:billed>(a, b) <= <dbo:billed>(a, f) & <dbo:capital>(b, f)",0.066543438
"<dbo:owningCompany>(a, b) <= <dbo:broadcastNetwork>(f, b) & <dbo:sisterStation>(a, f)",0.066630844
"<dbo:creativeDirector>(a, b) <= <dbo:creator>(a, b)",0.066666667
"<dbo:highestRegion>(a, b) <= <dbo:lowestState>(b, a)",0.066666667
"<dbo:branchFrom>(a, b) <= <dbo:branchTo>(f, a) & <dbo:branchTo>(b, f)",0.066666667
"<dbo:highestRegion>(a, b) <= <dbo:district>(b, f) & <dbo:lowestState>(a, f)",0.066666667
"<dbo:highestRegion>(a, b) <= <dbo:district>(e, a) & <dbo:governmentRegion>(e, b)",0.066666667
"<dbo:formerChoreographer>(a, b) <= <dbo:formerChoreographer>(a, f) & <dbo:formerPartner>(b, f)",0.066666667
"<dbo:routeStart>(a, b) <= <dbo:routeJunction>(b, a)",0.066765779
"<dbo:source>(a, b) <= <dbo:rightTributary>(a, b)",0.066777963
"<dbo:hubAirport>(a, b) <= <dbo:headquarter>(a, b)",0.066904096
"<dbo:philosophicalSchool>(a, b) <= <dbo:notableIdea>(a, b)",0.066905615
"<dbo:branchTo>(a, b) <= <dbo:branchFrom>(b, f) & <dbo:branchTo>(a, f)",0.067164179
"<dbo:sisterNewspaper>(a, b) <= <dbo:owner>(a, f) & <dbo:publisher>(b, f)",0.067226891
"<dbo:child>(a, b) <= <dbo:creator>(a, f) & <dbo:creator>(b, f)",0.067674339
"<dbo:highestRegion>(a, b) <= <dbo:region>(a, b)",0.06779661
"<dbo:primeMinister>(a, b) <= <dbo:president>(a, b)",0.067891374
"<dbo:branchTo>(a, b) <= <dbo:branchTo>(e, b) & <dbo:branchTo>(a, e)",0.068027211
"<dbo:choreographer>(a, b) <= <dbo:coach>(a, f) & <dbo:formerPartner>(b, f)",0.068027211
"<dbo:routeEnd>(a, b) <= <dbo:routeJunction>(a, b)",0.068030626
"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(f, b) & <dbo:location>(a, f)",0.068181818
"<dbo:garrison>(a, b) <= <dbo:garrison>(a, e) & <dbo:location>(e, b)",0.068224889
"<dbo:voice>(a, b) <= <dbo:starring>(f, b) & <dbo:subsequentWork>(a, f)",0.068246445
"<dbo:narrator>(a, b) <= <dbo:executiveProducer>(a, b)",0.068311195
"<dbo:manufacturer>(a, b) <= <dbo:division>(e, b) & <dbo:manufacturer>(a, e)",0.068372393
"<dbo:formerCoach>(a, b) <= <dbo:coach>(a, f) & <dbo:formerCoach>(f, b)",0.068767908
"<dbo:associate>(a, b) <= <dbo:associate>(e, a) & <dbo:successor>(e, b)",0.068888889
"<dbo:governmentRegion>(a, b) <= <dbo:municipality>(a, f) & <dbo:part>(f, b)",0.068965517
"<dbo:mouthCountry>(a, b) <= <dbo:crosses>(e, a) & <dbo:locatedInArea>(e, b)",0.068965517
"<dbo:lowestPlace>(a, b) <= <dbo:countySeat>(f, b) & <dbo:region>(a, f)",0.068965517
"<dbo:alumni>(a, b) <= <dbo:city>(a, f) & <dbo:city>(b, f)",0.068965517
"<dbo:poleDriver>(a, b) <= <dbo:thirdDriver>(a, b)",0.069097889
"<dbo:routeStart>(a, b) <= <dbo:routeJunction>(a, b)",0.069128077
"<dbo:deputy>(a, b) <= <dbo:deputy>(f, b) & <dbo:deputy>(a, f)",0.069343066
"<dbo:river>(a, b) <= <dbo:border>(a, b)",0.069387755
"<dbo:thirdDriver>(a, b) <= <dbo:poleDriver>(a, b)",0.069431051
"<dbo:highestMountain>(a, b) <= <dbo:highestPlace>(a, f) & <dbo:isPartOf>(b, f)",0.069444444
"<dbo:highestRegion>(a, b) <= <dbo:highestState>(a, f) & <dbo:lowestState>(b, f)",0.069518717
"<dbo:manager>(a, b) <= <dbo:managerClub>(b, a)",0.069537698
"<dbo:branchFrom>(a, b) <= <dbo:branchFrom>(e, b) & <dbo:branchTo>(e, a)",0.069565217
"<dbo:mouthMountain>(a, b) <= <dbo:mouthPlace>(f, b) & <dbo:riverMouth>(a, f)",0.06959607
"<dbo:mouthMountain>(a, b) <= <dbo:mouthMountain>(f, b) & <dbo:riverMouth>(a, f)",0.06959607
"<dbo:broadcastNetwork>(a, b) <= <dbo:owner>(a, b)",0.069728832
"<dbo:borough>(a, b) <= <dbo:borough>(b, a)",0.069767442
"<dbo:aircraftTrainer>(a, b) <= <dbo:aircraftTrainer>(a, f) & <dbo:successor>(b, f)",0.069767442
"<dbo:sisterNewspaper>(a, b) <= <dbo:division>(f, a) & <dbo:owner>(b, f)",0.069767442
"<dbo:lyrics>(a, b) <= <dbo:associatedMusicalArtist>(b, f) & <dbo:musicBy>(a, f)",0.069832402
"<dbo:lyrics>(a, b) <= <dbo:associatedBand>(b, f) & <dbo:musicBy>(a, f)",0.069832402
"<dbo:academicAdvisor>(a, b) <= <dbo:doctoralStudent>(b, a)",0.069915254
"<dbo:relative>(a, b) <= <dbo:child>(a, b)",0.070011669
"<dbo:channel>(a, b) <= <dbo:company>(a, b)",0.070120898
"<dbo:servingRailwayLine>(a, b) <= <dbo:owner>(a, b)",0.070156503
"<dbo:creator>(a, b) <= <dbo:company>(a, b)",0.07015959
"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(b, a) & <dbo:municipality>(b, a)",0.070175439
"<dbo:locationCity>(a, b) <= <dbo:regionServed>(a, b)",0.070257038
"<dbo:source>(a, b) <= <dbo:riverMouth>(a, f) & <dbo:sourceMountain>(f, b)",0.07029877
"<dbo:source>(a, b) <= <dbo:riverMouth>(a, f) & <dbo:sourcePlace>(f, b)",0.07029877
"<dbo:hasVariant>(a, b) <= <dbo:related>(b, a)",0.070422535
"<dbo:nationalAffiliation>(a, b) <= <dbo:politicalPartyInLegislature>(e, b) & <dbo:politicalPartyOfLeader>(e, a)",0.070422535
"<dbo:owningCompany>(a, b) <= <dbo:broadcastNetwork>(e, b) & <dbo:sisterStation>(e, a)",0.070466321
"<dbo:lastAppearance>(a, b) <= <dbo:firstAppearance>(a, e) & <dbo:subsequentWork>(e, b)",0.070539419
"<dbo:nationalAffiliation>(a, b) <= <dbo:party>(e, a) & <dbo:party>(e, b)",0.070559611
"<dbo:highestRegion>(a, b) <= <dbo:highestState>(a, b)",0.070588235
"<dbo:highestState>(a, b) <= <dbo:highestRegion>(a, b)",0.070588235
"<dbo:nextMission>(a, b) <= <dbo:landingVehicle>(a, f) & <dbo:landingVehicle>(b, f)",0.070588235
"<dbo:memberOfParliament>(a, b) <= <dbo:memberOfParliament>(a, f) & <dbo:successor>(b, f)",0.070588235
"<dbo:countySeat>(a, b) <= <dbo:broadcastArea>(e, a) & <dbo:city>(e, b)",0.070690368
"<dbo:influencedBy>(a, b) <= <dbo:influenced>(a, f) & <dbo:influencedBy>(f, b)",0.070779987
"<dbo:highestRegion>(a, b) <= <dbo:lowestState>(a, f) & <dbo:municipality>(b, f)",0.07079646
"<dbo:network>(a, b) <= <dbo:company>(a, b)",0.07097835
"<dbo:localAuthority>(a, b) <= <dbo:city>(a, e) & <dbo:isPartOf>(e, b)",0.070982396
"<dbo:beatifiedPlace>(a, b) <= <dbo:birthPlace>(a, b)",0.071078431
"<dbo:citizenship>(a, b) <= <dbo:education>(a, b)",0.071179344
"<dbo:countySeat>(a, b) <= <dbo:city>(e, b) & <dbo:owner>(e, a)",0.071306576
"<dbo:previousMission>(a, b) <= <dbo:landingVehicle>(a, f) & <dbo:landingVehicle>(b, f)",0.071428571
"<dbo:highestMountain>(a, b) <= <dbo:highestMountain>(a, f) & <dbo:isPartOf>(b, f)",0.071428571
"<dbo:highestRegion>(a, b) <= <dbo:highestMountain>(b, f) & <dbo:highestPlace>(a, f)",0.071428571
"<dbo:highestRegion>(a, b) <= <dbo:lowestState>(b, f) & <dbo:municipality>(a, f)",0.071428571
"<dbo:highestRegion>(a, b) <= <dbo:district>(e, a) & <dbo:highestState>(e, b)",0.071428571
"<dbo:operatedBy>(a, b) <= <dbo:servingRailwayLine>(a, b)",0.071501741
"<dbo:primeMinister>(a, b) <= <dbo:president>(a, f) & <dbo:successor>(b, f)",0.071552472
"<dbo:endingTheme>(a, b) <= <dbo:starring>(a, b)",0.07184466
"<dbo:successor>(a, b) <= <dbo:successor>(b, a)",0.07189999
"<dbo:secondCommander>(a, b) <= <dbo:commander>(a, b)",0.07204611
"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:sourceConfluenceState>(a, f)",0.072072072
"<dbo:memberOfParliament>(a, b) <= <dbo:memberOfParliament>(a, e) & <dbo:successor>(e, b)",0.072289157
"<dbo:lyrics>(a, b) <= <dbo:associatedBand>(e, b) & <dbo:lyrics>(a, e)",0.072487644
"<dbo:lyrics>(a, b) <= <dbo:associatedMusicalArtist>(e, b) & <dbo:lyrics>(a, e)",0.072487644
"<dbo:formerBroadcastNetwork>(a, b) <= <dbo:broadcastNetwork>(a, b)",0.072683222
"<dbo:governmentRegion>(a, b) <= <dbo:governmentRegion>(a, f) & <dbo:highestState>(f, b)",0.072727273
"<dbo:service>(a, b) <= <dbo:product>(a, b)",0.072916667
"<dbo:academicAdvisor>(a, b) <= <dbo:influencedBy>(a, b)",0.073033708
"<dbo:formerChoreographer>(a, b) <= <dbo:coach>(a, f) & <dbo:formerCoach>(f, b)",0.073033708
"<dbo:federalState>(a, b) <= <dbo:birthPlace>(e, a) & <dbo:birthPlace>(e, b)",0.073135409
"<dbo:pictureFormat>(a, b) <= <dbo:format>(e, b) & <dbo:network>(e, a)",0.073150283
"<dbo:subsidiary>(a, b) <= <dbo:keyPerson>(b, f) & <dbo:occupation>(f, a)",0.073170732
"<dbo:leader>(a, b) <= <dbo:party>(e, a) & <dbo:president>(e, b)",0.073372781
"<dbo:metropolitanBorough>(a, b) <= <dbo:hometown>(e, a) & <dbo:hometown>(e, b)",0.073394495
"<dbo:governmentRegion>(a, b) <= <dbo:governmentRegion>(f, a) & <dbo:highestState>(b, f)",0.073684211
"<dbo:premierePlace>(a, b) <= <dbo:country>(e, b) & <dbo:premierePlace>(a, e)",0.073710074
"<dbo:deputy>(a, b) <= <dbo:leaderName>(e, a) & <dbo:leaderName>(e, b)",0.073913043
"<dbo:highestMountain>(a, b) <= <dbo:highestPlace>(e, b) & <dbo:highestRegion>(e, a)",0.074074074
"<dbo:highestRegion>(a, b) <= <dbo:highestMountain>(a, f) & <dbo:highestPlace>(b, f)",0.074074074
"<dbo:highestRegion>(a, b) <= <dbo:lowestState>(b, f) & <dbo:part>(a, f)",0.074074074
"<dbo:highestRegion>(a, b) <= <dbo:municipality>(b, a)",0.074257426
"<dbo:company>(a, b) <= <dbo:channel>(a, b)",0.07441349
"<dbo:stylisticOrigin>(a, b) <= <dbo:musicFusionGenre>(a, f) & <dbo:musicFusionGenre>(b, f)",0.074660633
"<dbo:highestRegion>(a, b) <= <dbo:highestRegion>(a, f) & <dbo:location>(b, f)",0.074954296
"<dbo:source>(a, b) <= <dbo:riverMouth>(b, a)",0.075013492
"<dbo:metropolitanBorough>(a, b) <= <dbo:city>(e, a) & <dbo:county>(e, b)",0.075117371
"<dbo:sourceRegion>(a, b) <= <dbo:country>(f, b) & <dbo:region>(a, f)",0.07518797
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:predecessor>(b, f) & <dbo:relatedMeanOfTransportation>(a, f)",0.075298805
"<dbo:supplies>(a, b) <= <dbo:artery>(b, f) & <dbo:branchTo>(a, f)",0.075471698
"<dbo:highestRegion>(a, b) <= <dbo:highestState>(f, a) & <dbo:location>(b, f)",0.075757576
"<dbo:stylisticOrigin>(a, b) <= <dbo:musicSubgenre>(b, f) & <dbo:stylisticOrigin>(f, a)",0.076023392
"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:sourceRegion>(a, f)",0.076086957
"<dbo:musicSubgenre>(a, b) <= <dbo:derivative>(a, f) & <dbo:musicSubgenre>(f, b)",0.076190476
"<dbo:garrison>(a, b) <= <dbo:garrison>(a, e) & <dbo:isPartOf>(e, b)",0.076320132
"<dbo:branchFrom>(a, b) <= <dbo:innervates>(a, f) & <dbo:innervates>(b, f)",0.076335878
"<dbo:parentCompany>(a, b) <= <dbo:keyPerson>(a, f) & <dbo:occupation>(f, b)",0.07641742
"<dbo:designCompany>(a, b) <= <dbo:employer>(b, f) & <dbo:manufacturer>(a, f)",0.076433121
"<dbo:nationalAffiliation>(a, b) <= <dbo:country>(f, b) & <dbo:headquarter>(a, f)",0.076530612
"<dbo:aircraftRecon>(a, b) <= <dbo:aircraftBomber>(a, b)",0.076923077
"<dbo:creativeDirector>(a, b) <= <dbo:showJudge>(a, b)",0.076923077
"<dbo:governmentRegion>(a, b) <= <dbo:municipality>(f, b) & <dbo:part>(a, f)",0.076923077
"<dbo:highestRegion>(a, b) <= <dbo:district>(a, f) & <dbo:lowestState>(b, f)",0.076923077
"<dbo:highestRegion>(a, b) <= <dbo:district>(e, a) & <dbo:location>(e, b)",0.076923077
"<dbo:associatedAct>(a, b) <= <dbo:associatedBand>(b, f) & <dbo:recordLabel>(a, f)",0.076923077
"<dbo:associatedAct>(a, b) <= <dbo:associatedMusicalArtist>(b, f) & <dbo:recordLabel>(a, f)",0.076923077
"<dbo:governingBody>(a, b) <= <dbo:architect>(a, b)",0.077348066
"<dbo:billed>(a, b) <= <dbo:residence>(e, b) & <dbo:trainer>(a, e)",0.077464789
"<dbo:formerChoreographer>(a, b) <= <dbo:coach>(f, b) & <dbo:currentPartner>(a, f)",0.077586207
"<dbo:coverArtist>(a, b) <= <dbo:author>(a, b)",0.077867415
"<dbo:network>(a, b) <= <dbo:creator>(a, b)",0.078036501
"<dbo:routeEnd>(a, b) <= <dbo:routeStart>(a, b)",0.078109052
"<dbo:governmentRegion>(a, b) <= <dbo:highestRegion>(b, f) & <dbo:highestState>(f, a)",0.078125
"<dbo:governmentRegion>(a, b) <= <dbo:highestRegion>(b, f) & <dbo:municipality>(f, a)",0.078125
"<dbo:gameEngine>(a, b) <= <dbo:developer>(a, b) & <dbo:publisher>(a, b)",0.078125
"<dbo:employer>(a, b) <= <dbo:knownFor>(a, b)",0.078175896
"<dbo:routeStart>(a, b) <= <dbo:routeEnd>(a, b)",0.078243556
"<dbo:highestRegion>(a, b) <= <dbo:location>(f, a) & <dbo:municipality>(b, f)",0.078431373
"<dbo:rightTributary>(a, b) <= <dbo:city>(a, f) & <dbo:city>(b, f)",0.078503905
"<dbo:governmentRegion>(a, b) <= <dbo:location>(b, f) & <dbo:municipality>(f, a)",0.078651685
"<dbo:occupation>(a, b) <= <dbo:instrument>(a, b)",0.0787431
"<dbo:servingRailwayLine>(a, b) <= <dbo:operatedBy>(a, b)",0.078745487
"<dbo:child>(a, b) <= <dbo:child>(b, a)",0.078866769
"<dbo:secondCommander>(a, b) <= <dbo:notableCommander>(a, b)",0.078947368
"<dbo:highestState>(a, b) <= <dbo:city>(a, b)",0.078947368
"<dbo:aircraftPatrol>(a, b) <= <dbo:aircraftBomber>(a, b)",0.078947368
"<dbo:derivative>(a, b) <= <dbo:derivative>(a, e) & <dbo:stylisticOrigin>(e, b)",0.078947368
"<dbo:aircraftRecon>(a, b) <= <dbo:aircraftFighter>(a, b)",0.079136691
"<dbo:company>(a, b) <= <dbo:network>(a, b)",0.079156479
